symbol	avgTotalVolume	calculationPrice	change	changePercent	close	closeTime	companyName	delayedPrice	delayedPriceTime	extendedChange	extendedChangePercent	extendedPrice	extendedPriceTime	high	iexAskPrice	iexAskSize	iexBidPrice	iexBidSize	iexLastUpdated	iexMarketPercent	iexRealtimePrice	iexRealtimeSize	iexVolume	latestPrice	latestSource	latestTime	latestUpdate	latestVolume	low	marketCap	open	openTime	peRatio	previousClose	primaryExchange	sector	week52High	week52Low	ytdChange
GRUB	1509907	close	-6.11	-0.0528	109.62	2018-10-24 20:03:08.968	GrubHub Inc.	109.62	2018-10-24 20:03:08.968	0.03	0.00027	109.65	2018-10-24 20:55:22.730	117.0	0.0	0.0	0.0	0.0	2018-10-24 19:59:48.245	0.03534	109.48	100.0	120228.0	109.62	Close	2018-10-24 00:00:00	1540411388968	3402037	109.12	9916434355	116.04	2018-10-24 13:30:01.101	80.01	115.73	New York Stock Exchange	Technology	149.349	51.21	0.5712527645242773
HUBB	575704	close	-5.41	-0.05049	101.74	2018-10-24 20:02:55.030	Hubbell Inc	101.74	2018-10-24 20:02:55.030	0.0	0.0	101.74	2018-10-24 20:43:46.402	108.2	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.639	0.12075	101.665	16.0	189520.0	101.74	Close	2018-10-24 00:00:00	1540411375030	1569524	101.58	5572608479	107.27	2018-10-24 13:32:46.124	15.53	107.15	New York Stock Exchange	Technology	149.03	100.55	-0.2367774049592801
SCWX	111435	close	-0.91	-0.05909	14.49	2018-10-24 20:00:00.591	SecureWorks Corp.	14.49	2018-10-24 20:00:00.591	-0.01	-0.00069	14.48	2018-10-24 19:59:49.001	15.5	0.0	0.0	0.0	0.0	2018-10-24 19:59:49.001	0.03203	14.48	23.0	4413.0	14.49	Close	2018-10-24 00:00:00	1540411200591	137777	14.4	1185231502	15.37	2018-10-24 13:30:00.611	-43.91	15.4	Nasdaq Global Select	Technology	15.88	7.83	0.6520211111111112
GDDY	1729402	close	-4.36	-0.05872	69.89	2018-10-24 20:02:02.042	GoDaddy Inc. Class A	69.89	2018-10-24 20:02:02.042	0.0	0.0	69.89	2018-10-24 20:41:17.000	74.75	0.0	0.0	0.0	0.0	2018-10-24 19:59:49.916	0.04589	69.895	100.0	58240.0	69.89	Close	2018-10-24 00:00:00	1540411322042	1269122	69.75	12042206838	74.16	2018-10-24 13:30:00.352	225.45	74.25	New York Stock Exchange	Technology	84.97	44.98	0.454424487466884
CBLK	485460	close	-1.38	-0.07298	17.53	2018-10-24 20:00:00.557	Carbon Black Inc.	17.53	2018-10-24 20:00:00.557	0.0	0.0	17.53	2018-10-24 20:41:04.000	19.21	0.0	0.0	0.0	0.0	2018-10-24 19:57:25.765	0.03243	17.57	58.0	16330.0	17.53	Close	2018-10-24 00:00:00	1540411200557	503546	17.5	1189115838	19.0	2018-10-24 13:30:00.485		18.91	Nasdaq Global Select	Technology	35.0	16.33	-0.283088604845447
NOW	2261266	close	-11.57	-0.06365	170.21	2018-10-24 20:02:01.669	ServiceNow Inc.	170.21	2018-10-24 20:02:01.669	1.24	0.00729	171.45	2018-10-24 20:59:45.725	183.78	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.117	0.05862	170.58	100.0	220832.0	170.21	Close	2018-10-24 00:00:00	1540411321669	3767178	169.65	30280359000	181.78	2018-10-24 13:30:00.657	-500.62	181.78	New York Stock Exchange	Technology	206.295	112.8401	0.3162938244894862
GILT	11475	close	-0.15	-0.0165	8.94	2018-10-24 20:00:00.534	Gilat Satellite Networks Ltd.	8.94	2018-10-24 20:00:00.534	0.16	0.0179	9.1	2018-10-24 13:11:41.039	9.13	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	8.94	Close	2018-10-24 00:00:00	1540411200534	4437	8.91	489913010	9.13	2018-10-24 13:30:00.789		9.09	Nasdaq Global Select	Technology	9.34	6.59	0.09706119073869895
ENS	214000	close	-2.62	-0.03439	73.56	2018-10-24 20:02:00.911	EnerSys	73.56	2018-10-24 20:02:00.911	-0.009	-0.00012	73.551	2018-10-24 20:30:00.848	76.87	0.0	0.0	0.0	0.0	2018-10-24 19:58:50.304	0.03383	73.57	10.0	5295.0	73.56	Close	2018-10-24 00:00:00	1540411320911	156518	73.45	3098483948	76.3	2018-10-24 13:30:00.307	15.65	76.18	New York Stock Exchange	Technology	89.23	62.8455	0.06881258929670483
NH	219147	close	-0.02	-0.01325	1.49	2018-10-24 20:00:00.245	NantHealth Inc.	1.49	2018-10-24 20:00:00.245	0.02	0.01342	1.51	2018-10-24 19:59:27.868	1.69	0.0	0.0	0.0	0.0	2018-10-24 19:59:27.868	0.03165	1.51	100.0	10947.0	1.49	Close	2018-10-24 00:00:00	1540411200245	345877	1.434	163112748	1.5	2018-10-24 13:30:00.747	-1.84	1.51	Nasdaq Global Select	Technology	4.05	1.235	-0.544305900621118
SNE	1173408	close	-1.99	-0.03614	53.08	2018-10-24 20:02:02.373	Sony Corporation	53.08	2018-10-24 20:02:02.373	0.23	0.00433	53.31	2018-10-24 20:59:18.465	55.01	0.0	0.0	0.0	0.0	2018-10-24 19:59:50.167	0.0336	53.12	100.0	52636.0	53.08	Close	2018-10-24 00:00:00	1540411322373	1566548	53.07	67317745802	55.0	2018-10-24 13:30:00.854	14.99	55.07	New York Stock Exchange	Technology	61.02	36.93	0.16999074483556145
MSI	901374	close	-2.71	-0.02216	119.58	2018-10-24 20:02:01.479	Motorola Solutions Inc.	119.58	2018-10-24 20:02:01.479	-0.28	-0.00234	119.3	2018-10-24 20:49:06.395	124.62	0.0	0.0	0.0	0.0	2018-10-24 19:59:53.962	0.01983	119.53	100.0	18398.0	119.58	Close	2018-10-24 00:00:00	1540411321479	927786	119.46	19403864064	122.04	2018-10-24 13:30:00.611	20.3	122.29	New York Stock Exchange	Technology	131.48	89.18	0.34671245162380815
DBX	3966112	close	-1.37	-0.05865	21.99	2018-10-24 20:00:00.606	Dropbox Inc	21.99	2018-10-24 20:00:00.606	0.28	0.01273	22.27	2018-10-24 20:59:44.864	23.3	0.0	0.0	0.0	0.0	2018-10-24 19:59:53.531	0.01488	22.015	100.0	39029.0	21.99	Close	2018-10-24 00:00:00	1540411200606	2622917	21.97	8846719209	23.3	2018-10-24 13:30:00.206		23.36	Nasdaq Global Select	Technology	43.5	21.97	-0.23842528089887643
JASO	507892	close	0.02	0.00268	7.49	2018-07-16 20:00:00.372	JA Solar Holdings Co. Ltd.	7.49	2018-07-16 20:00:00.372	0.01	0.00134	7.5	2018-07-16 20:49:59.816	7.5										7.49	Close	2018-07-16 00:00:00	1531771200372	1005342	7.48	356413672	7.49	2018-07-16 13:30:00.688	8.23	7.47	Nasdaq Global Select	Technology	8.48	6.0399	0.01075537012113062
GSKY	903206	close	-0.97	-0.0675	13.4	2018-10-24 20:00:00.527	GreenSky Inc.	13.4	2018-10-24 20:00:00.527	-0.4	-0.02985	13.0	2018-10-24 20:36:15.349	14.44	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.971	0.06157	13.4	100.0	92400.0	13.4	Close	2018-10-24 00:00:00	1540411200527	1500731	13.38	2500890294	14.43	2018-10-24 13:30:00.617		14.37	Nasdaq Global Select	Technology	27.015	13.38	-0.4523458904109589
ADTN	441991	close	-0.55	-0.03945	13.39	2018-10-24 20:00:00.539	ADTRAN Inc.	13.39	2018-10-24 20:00:00.539	-0.04	-0.00299	13.35	2018-10-24 20:41:53.293	13.94	0.0	0.0	0.0	0.0	2018-10-24 19:58:53.207	0.0248	13.39	100.0	7435.0	13.39	Close	2018-10-24 00:00:00	1540411200539	299798	13.37	639227486	13.93	2018-10-24 13:30:00.579	-60.86	13.94	Nasdaq Global Select	Technology	23.15	13.37	-0.3302842617605014
AMRH	73621	close	-0.6312	-0.60692	0.4088	2018-10-24 20:00:00.323	Ameri Holdings Inc.	0.4088	2018-10-24 20:00:00.323	0.0062	0.01517	0.415	2018-10-24 20:48:46.810	1.01	0.0	0.0	0.0	0.0	2018-10-24 19:57:19.182	0.00241	0.4135	100.0	21396.0	0.4088	Close	2018-10-24 00:00:00	1540411200323	8878008	0.33	9350665	1.05	2018-10-24 13:30:00.476	-1.51	1.04	NASDAQ Capital Market	Technology	13.5	0.33	-1.2703504207119742
UPWK	0	close	-1.56	-0.08298	17.24	2018-10-24 20:00:00.569	Upwork Inc.	17.24	2018-10-24 20:00:00.569	0.0	0.0	17.24	2018-10-24 20:36:27.572	19.11	0.0	0.0	0.0	0.0	2018-10-24 19:59:42.457	0.03501	17.425	100.0	12558.0	17.24	Close	2018-10-24 00:00:00	1540411200569	358698	17.24	0	18.93	2018-10-24 13:30:00.495		18.8	Nasdaq Global Select	Technology	23.49	17.24	-0.19535016052880072
IZEA	1318702	close	-0.09	-0.05556	1.53	2018-10-24 20:00:00.479	IZEA Worldwide Inc.	1.53	2018-10-24 20:00:00.479	0.06	0.03922	1.59	2018-10-24 20:04:02.226	1.617	0.0	0.0	0.0	0.0	2018-10-24 18:43:48.192	0.00252	1.56	100.0	700.0	1.53	Close	2018-10-24 00:00:00	1540411200479	277778	1.5	18471737	1.6	2018-10-24 13:30:00.812	-1.78	1.62	NASDAQ Capital Market	Technology	7.6	0.8001	-0.684000366972477
RSYS	213620	close	-0.01	-0.00629	1.58	2018-10-24 20:00:00.235	RadiSys Corporation	1.58	2018-10-24 20:00:00.235	0.0	0.0	1.58	2018-10-24 19:46:43.451	1.59	0.0	0.0	0.0	0.0	2018-10-24 19:46:43.451	0.02365	1.58	200.0	5009.0	1.58	Close	2018-10-24 00:00:00	1540411200235	211797	1.57	62595178	1.58	2018-10-24 13:30:00.796	-4.51	1.59	Nasdaq Global Select	Technology	1.65	0.53	0.5958865417170497
VIAV	2430680	close	-0.31	-0.02618	11.53	2018-10-24 20:00:00.617	Viavi Solutions Inc.	11.53	2018-10-24 20:00:00.617	0.0	0.0	11.53	2018-10-24 20:50:45.514	11.98	0.0	0.0	0.0	0.0	2018-10-24 19:59:41.408	0.03615	11.515	200.0	54532.0	11.53	Close	2018-10-24 00:00:00	1540411200617	1508492	11.51	2627783783	11.81	2018-10-24 13:30:00.263	31.16	11.84	Nasdaq Global Select	Technology	12.82	8.34	0.2952485714285713
TDC	982096	close	-1.19	-0.03321	34.64	2018-10-24 20:02:11.026	Teradata Corporation	34.64	2018-10-24 20:02:11.026	0.744	0.02148	35.384	2018-10-24 20:33:57.856	36.28	0.0	0.0	0.0	0.0	2018-10-24 19:59:56.154	0.02314	34.63	20.0	27382.0	34.64	Close	2018-10-24 00:00:00	1540411331026	1183319	34.63	4125624000	35.65	2018-10-24 13:30:09.831	38.92	35.83	New York Stock Exchange	Technology	44.27	32.14	-0.10231885944401153
LTRX	172962	close	-0.04	-0.01018	3.89	2018-10-24 20:00:00.264	Lantronix Inc.	3.89	2018-10-24 20:00:00.264	0.06	0.01542	3.95	2018-10-24 19:56:50.053	4.063	0.0	0.0	0.0	0.0	2018-10-24 19:56:50.053	0.0011	3.95	100.0	100.0	3.89	Close	2018-10-24 00:00:00	1540411200264	90909	3.89	84682507	4.04	2018-10-24 13:30:00.536		3.93	NASDAQ Capital Market	Technology	6.47	1.78	0.974668484848485
HPQ	10178153	close	-0.88	-0.03676	23.06	2018-10-24 20:02:45.848	HP Inc.	23.06	2018-10-24 20:02:45.848	-0.23	-0.00997	22.83	2018-10-24 20:55:05.417	24.04	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.581	0.02508	23.045	100.0	274805.0	23.06	Close	2018-10-24 00:00:00	1540411365848	10957137	23.02	36490340194	23.97	2018-10-24 13:31:08.083	12.01	23.94	New York Stock Exchange	Technology	27.08	19.31	0.10578079309703019
BRKS	695391	close	-1.21	-0.03922	29.64	2018-10-24 20:00:00.273	Brooks Automation Inc.	29.64	2018-10-24 20:00:00.273	-0.004	-0.00013	29.636	2018-10-24 20:29:00.754	31.34	0.0	0.0	0.0	0.0	2018-10-24 19:59:14.739	0.02775	29.675	100.0	18849.0	29.64	Close	2018-10-24 00:00:00	1540411200273	679243	29.63	2093750453	30.53	2018-10-24 13:30:00.525	19.63	30.85	Nasdaq Global Select	Technology	39.75	21.75	0.2256478346364684
CAMT	158576	close	-0.31	-0.04264	6.96	2018-10-24 20:00:00.228	Camtek Ltd.	6.96	2018-10-24 20:00:00.228	0.056	0.00805	7.016	2018-10-24 20:11:05.868	7.2	0.0	0.0	0.0	0.0	2018-10-24 19:59:41.070	0.01147	6.955	100.0	1715.0	6.96	Close	2018-10-24 00:00:00	1540411200228	149520	6.83	251925462	7.2	2018-10-24 13:30:00.534	17.4	7.27	NASDAQ Global Market	Technology	11.11	5.15	0.2436303467799008
PLXS	164953	close	-1.69	-0.03009	54.48	2018-10-24 20:00:00.319	Plexus Corp.	54.48	2018-10-24 20:00:00.319	-0.006	-0.00011	54.474	2018-10-24 20:29:01.044	56.71	0.0	0.0	0.0	0.0	2018-10-24 19:59:05.149	0.03298	54.47	87.0	4921.0	54.48	Close	2018-10-24 00:00:00	1540411200319	149212	54.43	1756134361	56.11	2018-10-24 13:30:00.412	17.46	56.17	Nasdaq Global Select	Technology	66.78	52.44	-0.11047637851997374
GRVY	28048	close	-1.98	-0.07358	24.93	2018-10-24 20:00:00.534	GRAVITY Co. Ltd.	24.93	2018-10-24 20:00:00.534	0.27	0.01083	25.2	2018-10-24 14:20:39.138	27.36	0.0	0.0	0.0	0.0	2018-10-24 14:20:39.138	0.00355	25.2	24.0	224.0	24.93	Close	2018-10-24 00:00:00	1540411200534	63099	22.95	173236077	26.77	2018-10-24 13:30:00.670		26.91	NASDAQ Global Market	Technology	54.485	15.4419	-0.5186202144772118
MINDP	2586	close	-0.017	-0.00074	22.88	2018-10-24 20:00:00.481	Mitcham Industries Inc. Series A 9.00% Series A Cumulative Preferred Stock	22.88	2018-10-24 20:00:00.481					22.93	0.0	0.0	0.0	0.0	2018-10-24 17:52:11.752	0.04061	22.88	100.0	300.0	22.88	Close	2018-10-24 00:00:00	1540411200481	7387	22.85	0	22.9	2018-10-24 13:54:17.209		22.897	Nasdaq Global Select	Technology	25.5	22.4999	0.08919369097997394
ALLT	84367	close	0.02	0.00307	6.54	2018-10-24 20:00:00.257	Allot Communications Ltd.	6.54	2018-10-24 20:00:00.257	0.065	0.00994	6.605	2018-10-24 17:13:18.574	6.85	0.0	0.0	0.0	0.0	2018-10-24 17:13:18.574	0.06161	6.605	200.0	32156.0	6.54	Close	2018-10-24 00:00:00	1540411200257	521928	6.52	220491718	6.59	2018-10-24 13:30:00.652	-23.36	6.52	Nasdaq Global Select	Technology	6.85	4.74	0.2379184848484847
APTI	492018	close	-0.72	-0.02536	27.67	2018-10-24 20:00:00.250	Apptio Inc.	27.67	2018-10-24 20:00:00.250	0.0	0.0	27.67	2018-10-24 20:30:01.810	29.24	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.563	0.0448	27.64	100.0	21093.0	27.67	Close	2018-10-24 00:00:00	1540411200250	470826	27.52	1233384605	28.4	2018-10-24 13:30:00.405	-52.21	28.39	NASDAQ Global Market	Technology	41.36	18.39	0.16399902806870548
CMCM	495374	close	-0.04	-0.0048	8.3	2018-10-24 20:02:05.758	Cheetah Mobile Inc. American Depositary Shares each representing 10 Class	8.3	2018-10-24 20:02:05.758	0.0	0.0	8.3	2018-10-24 20:03:07.775	8.58	0.0	0.0	0.0	0.0	2018-10-24 19:59:36.176	0.03427	8.3	125.0	11083.0	8.3	Close	2018-10-24 00:00:00	1540411325758	323402	8.3	1184119193	8.34	2018-10-24 13:30:09.194		8.34	New York Stock Exchange	Technology	18.18	7.38	-0.30513557046979867
DQ	292258	close	-1.37	-0.06122	21.01	2018-10-24 20:02:01.429	DAQO New Energy Corp. American Depositary Shares each representing five	21.01	2018-10-24 20:02:01.429	0.0	0.0	21.01	2018-10-24 20:18:19.595	22.34	0.0	0.0	0.0	0.0	2018-10-24 19:55:42.801	0.00536	21.0	100.0	625.0	21.01	Close	2018-10-24 00:00:00	1540411321429	116604	21.0	270268669	22.02	2018-10-24 13:30:00.259	2.33	22.38	New York Stock Exchange	Technology	72.5	21	-0.7035406009269618
VRSN	824613	close	-7.2	-0.05102	133.91	2018-10-24 20:00:00.501	VeriSign Inc.	133.91	2018-10-24 20:00:00.501	0.0	0.0	133.91	2018-10-24 20:48:20.198	141.73	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.839	0.03102	133.89	100.0	48838.0	133.91	Close	2018-10-24 00:00:00	1540411200501	1574404	133.71	16326117583	140.32	2018-10-24 13:30:00.537	34.87	141.11	Nasdaq Global Select	Technology	164.19	105.4	0.2380089577053075
AAOI	1358099	close	-1.7	-0.0764	20.55	2018-10-24 20:00:00.274	Applied Optoelectronics Inc.	20.55	2018-10-24 20:00:00.274	-0.05	-0.00243	20.5	2018-10-24 20:58:02.465	22.54	0.0	0.0	0.0	0.0	2018-10-24 19:59:48.219	0.00626	20.53	5.0	5672.0	20.55	Close	2018-10-24 00:00:00	1540411200274	906070	20.51	404793818	22.28	2018-10-24 13:30:00.592	8.32	22.25	NASDAQ Global Market	Technology	50.3	20.51	-0.4894836190978633
SIGM	1421985	close	0.0	0.0	0.175	2018-08-24 20:00:00.188	Sigma Designs Inc.	0.2355	2018-08-24 20:00:00.188	0.0605	0.34571	0.2355	2018-08-24 20:56:44.367	0.26										0.175	Close	2018-08-24 00:00:00	1535140800188	861954	0.2355	6998224	0.26	2018-08-24 13:30:00.352	-0.26	0.175	OTC Pink	Technology	7.0	0.175	-0.9747292418772563
CVLT	372436	close	-1.45	-0.02435	58.11	2018-10-24 20:00:00.270	Commvault Systems Inc.	58.11	2018-10-24 20:00:00.270	0.0	0.0	58.11	2018-10-24 20:30:01.534	60.4	0.0	0.0	0.0	0.0	2018-10-24 19:59:33.119	0.02172	58.11	200.0	13484.0	58.11	Close	2018-10-24 00:00:00	1540411200270	620810	58.05	2657648821	59.59	2018-10-24 13:30:00.417	4.1872667895439923e+18	59.56	Nasdaq Global Select	Technology	72.65	48.35	0.09942358490566042
ULTI	286888	close	-12.09	-0.04154	278.95	2018-10-24 20:00:00.523	The Ultimate Software Group Inc.	278.95	2018-10-24 20:00:00.523	0.0	0.0	278.95	2018-10-24 20:02:00.112	294.505	0.0	0.0	0.0	0.0	2018-10-24 19:59:30.458	0.03692	279.29	21.0	9442.0	278.95	Close	2018-10-24 00:00:00	1540411200523	255742	278.68	8703212384	290.58	2018-10-24 13:30:00.755	205.11	291.04	Nasdaq Global Select	Technology	332.435	190.01	0.29381214498738256
EPAM	311449	close	-4.91	-0.04105	114.71	2018-10-24 20:02:01.030	EPAM Systems Inc.	114.71	2018-10-24 20:02:01.030	0.0	0.0	114.71	2018-10-24 20:02:43.541	119.751	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.927	0.11497	114.77	10.0	30514.0	114.71	Close	2018-10-24 00:00:00	1540411321030	265408	114.49	6169330123	119.27	2018-10-24 13:30:00.378	33.64	119.62	New York Stock Exchange	Technology	144.19	89.7	0.062455535055350536
IMPV	1138630	close	-0.05	-0.0009	55.23	2018-10-24 20:00:00.479	Imperva Inc.	55.23	2018-10-24 20:00:00.479	0.0	0.0	55.23	2018-10-24 20:30:01.820	55.37	0.0	0.0	0.0	0.0	2018-10-24 19:59:17.047	0.02499	55.22	467.0	32898.0	55.23	Close	2018-10-24 00:00:00	1540411200479	1316447	55.215	1941398512	55.32	2018-10-24 13:30:00.285	-86.3	55.28	Nasdaq Global Select	Technology	57.65	37.17	0.36741683168316835
QBAK	6551	close	-0.14	-0.02157	6.35	2018-10-24 20:00:00.323	Qualstar Corporation	6.35	2018-10-24 20:00:00.323	-0.06	-0.00945	6.29	2018-10-24 20:45:21.865	6.487	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	6.35	Close	2018-10-24 00:00:00	1540411200323	10355	6.32	13005549	6.41	2018-10-24 13:30:00.419		6.49	NASDAQ Capital Market	Technology	13.4999	6.32	-0.2660403143189755
STX	3873772	close	-1.79	-0.04118	41.68	2018-10-24 20:00:00.425	Seagate Technology PLC	41.68	2018-10-24 20:00:00.425	0.06	0.00144	41.74	2018-10-24 20:58:01.165	43.57	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.558	0.04258	41.67	17.0	194969.0	41.68	Close	2018-10-24 00:00:00	1540411200425	4578887	41.25	12000127146	43.25	2018-10-24 13:30:00.642	9.16	43.47	Nasdaq Global Select	Technology	62.7	36.07	0.006893468816981253
PFPT	1132430	close	-5.14	-0.0501	97.45	2018-10-24 20:00:00.488	Proofpoint Inc.	97.45	2018-10-24 20:00:00.488	0.55	0.00564	98.0	2018-10-24 20:59:04.975	103.065	0.0	0.0	0.0	0.0	2018-10-24 19:59:55.263	0.04852	97.34	100.0	29361.0	97.45	Close	2018-10-24 00:00:00	1540411200488	605132	97.34	5281837751	102.24	2018-10-24 13:30:00.836	-128.22	102.59	NASDAQ Global Market	Technology	130.27	82.6047	0.06343522196895701
BSQR	25021	close	0.39	0.20313	2.31	2018-10-24 20:00:00.534	BSQUARE Corporation	2.31	2018-10-24 20:00:00.534	-0.39	-0.16883	1.92	2018-10-24 13:05:17.476	2.31	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	2.31	Close	2018-10-24 00:00:00	1540411200534	114812	1.95	29367977	1.95	2018-10-24 13:30:00.342		1.92	NASDAQ Global Market	Technology	5.55	1.75	-0.37020333333333333
AVNW	21307	close	-0.96	-0.06061	14.88	2018-10-24 20:00:00.315	Aviat Networks Inc.	14.88	2018-10-24 20:00:00.315	0.24	0.01613	15.12	2018-10-24 19:27:51.817	15.99	0.0	0.0	0.0	0.0	2018-10-24 19:27:51.817	0.03813	15.12	99.0	1189.0	14.88	Close	2018-10-24 00:00:00	1540411200315	31183	14.86	79913977	15.51	2018-10-24 13:30:00.326		15.84	Nasdaq Global Select	Technology	19.065	12.9	-0.012297624090006586
LEXEB	27	close	-7.76	-0.1615	40.29	2018-10-24 20:00:00.248	Liberty Expedia Holdings Inc. Series B Common Stock	40.29	2018-10-24 20:00:00.248					40.29	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	40.29	Close	2018-10-24 00:00:00	1540411200248	100	40.29	2307689081	40.29	2018-10-24 17:58:29.320		48.05	Nasdaq Global Select	Technology	50.51	39.1672	-0.13915957446808516
SLAB	301522	close	-4.23	-0.05178	77.46	2018-10-24 20:00:00.549	Silicon Laboratories Inc.	77.46	2018-10-24 20:00:00.549	0.0	0.0	77.46	2018-10-24 20:30:01.664	84.85	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.056	0.03513	77.46	61.0	32735.0	77.46	Close	2018-10-24 00:00:00	1540411200549	931825	77.3	3358000064	84.85	2018-10-24 13:30:00.357	29.23	81.69	Nasdaq Global Select	Technology	110.7	77.3	-0.1531001320132014
SNAP	28464673	close	-0.23	-0.03372	6.59	2018-10-24 20:02:40.722	Snap Inc. Class A	6.59	2018-10-24 20:02:40.722	0.13	0.01973	6.72	2018-10-24 20:59:36.165	6.99	0.0	0.0	0.0	0.0	2018-10-24 19:59:51.525	0.01654	6.6	200.0	357809.0	6.59	Close	2018-10-24 00:00:00	1540411360722	21632950	6.59	8417755334	6.82	2018-10-24 13:30:00.709	-5.83	6.82	New York Stock Exchange	Technology	21.22	6.46	-0.5775327090301002
UPLD	178557	close	-2.6	-0.08192	29.14	2018-10-24 20:00:00.473	Upland Software Inc.	29.14	2018-10-24 20:00:00.473	0.0	0.0	29.14	2018-10-24 20:30:01.760	31.78	0.0	0.0	0.0	0.0	2018-10-24 19:59:44.058	0.04563	29.125	33.0	9706.0	29.14	Close	2018-10-24 00:00:00	1540411200473	212711	29.1	628195953	31.7	2018-10-24 13:30:00.847	33.49	31.74	NASDAQ Global Market	Technology	38.3	18.5201	0.3950460307119591
VERI	128493	close	-0.37	-0.04868	7.23	2018-10-24 20:00:00.588	Veritone Inc.	7.23	2018-10-24 20:00:00.588	-0.08	-0.01107	7.15	2018-10-24 20:05:49.120	7.65	0.0	0.0	0.0	0.0	2018-10-24 18:41:39.193	0.03149	7.45	100.0	5600.0	7.23	Close	2018-10-24 00:00:00	1540411200588	177834	7.2	139743313	7.59	2018-10-24 13:30:00.556	-1.89	7.6	NASDAQ Global Market	Technology	43.33	7.2	-0.7213759517657192
QUMU	13595	close	-0.03	-0.01224	2.42	2018-10-24 20:00:00.551	Qumu Corporation	2.42	2018-10-24 20:00:00.551	0.01	0.00413	2.43	2018-09-06 20:29:26.126	2.49	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	2.42	Close	2018-10-24 00:00:00	1540411200551	5330	2.41	23060550	2.43	2018-10-24 13:30:00.845	-2.28	2.45	NASDAQ Capital Market	Technology	3.28	1.42	0.05297739130434799
QTWO	421345	close	-0.71	-0.01395	50.17	2018-10-24 20:02:33.851	Q2 Holdings Inc.	50.17	2018-10-24 20:02:33.851	0.33	0.00658	50.5	2018-10-24 20:51:39.217	51.22	0.0	0.0	0.0	0.0	2018-10-24 19:59:53.004	0.12625	50.22	100.0	67689.0	50.17	Close	2018-10-24 00:00:00	1540411353851	536150	49.99	2150940567	50.67	2018-10-24 13:31:27.025	-116.67	50.88	New York Stock Exchange	Technology	67.1028	36.25	0.31798717277486904
MRCY	432674	close	-1.03	-0.02223	45.3	2018-10-24 20:00:00.508	Mercury Systems Inc	45.3	2018-10-24 20:00:00.508	-0.005	-0.00011	45.295	2018-10-24 20:29:00.798	46.73	0.0	0.0	0.0	0.0	2018-10-24 19:59:39.396	0.04433	45.335	100.0	12565.0	45.3	Close	2018-10-24 00:00:00	1540411200508	283442	45.19	2193083759	46.34	2018-10-24 13:30:00.771	42.74	46.33	Nasdaq Global Select	Technology	57.26	30.11	-0.09932163346613554
EVH	1012772	close	-2.12	-0.08896	21.71	2018-10-24 20:02:00.908	Evolent Health Inc Class A	21.71	2018-10-24 20:02:00.908	0.94	0.0433	22.65	2018-10-24 20:54:36.170	23.88	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.912	0.01872	21.71	5.0	33651.0	21.71	Close	2018-10-24 00:00:00	1540411320908	1797596	21.64	1775148891	23.71	2018-10-24 13:30:00.303	-86.84	23.83	New York Stock Exchange	Technology	29.05	10.3	0.7727587499999997
NICE	172835	close	-2.31	-0.02161	104.58	2018-10-24 20:00:00.498	NICE Ltd	104.58	2018-10-24 20:00:00.498	0.25	0.00239	104.83	2018-10-24 20:00:01.183	108.87	0.0	0.0	0.0	0.0	2018-10-24 19:59:23.145	0.03493	104.655	100.0	6554.0	104.58	Close	2018-10-24 00:00:00	1540411200498	187632	104.36	6449620320	108.12	2018-10-24 13:30:00.825	40.22	106.89	Nasdaq Global Select	Technology	119.83	80.74	0.13784330296127567
IIIV	210523	close	-0.55	-0.02596	20.64	2018-10-24 20:00:00.265	i3 Verticals Inc.	20.64	2018-10-24 20:00:00.265	0.0	0.0	20.64	2018-10-24 20:30:01.595	22.0	0.0	0.0	0.0	0.0	2018-10-24 19:59:47.353	0.03558	20.57	48.0	10241.0	20.64	Close	2018-10-24 00:00:00	1540411200265	287830	20.437	542790885	21.11	2018-10-24 13:30:00.714		21.19	Nasdaq Global Select	Technology	25.5	13.7863	0.12880839237057218
