timestamp,symbol,tradingDay,open,high,low,close,volume
2018-09-07 09:30:00-04:00,AAPL,2018-09-07,221.85,222.38,221.54,222.25799999999998,472116.0
2018-09-07 09:31:00-04:00,AAPL,2018-09-07,222.26,222.48,222.2,222.45,159986.0
2018-09-07 09:32:00-04:00,AAPL,2018-09-07,222.45,222.48,222.26,222.26,112824.0
2018-09-07 09:33:00-04:00,AAPL,2018-09-07,222.26,222.9,222.2,222.81,167697.0
2018-09-07 09:34:00-04:00,AAPL,2018-09-07,222.8022,223.64,222.7301,223.53400000000002,203553.0
2018-09-07 09:35:00-04:00,AAPL,2018-09-07,223.54,223.6,223.02,223.03,136057.0
2018-09-07 09:36:00-04:00,AAPL,2018-09-07,223.04,223.23,222.67,222.8499,145056.0
2018-09-07 09:37:00-04:00,AAPL,2018-09-07,222.8499,222.8799,222.51,222.52,116991.0
2018-09-07 09:38:00-04:00,AAPL,2018-09-07,222.5341,222.85,222.52,222.8,103254.0
2018-09-07 09:39:00-04:00,AAPL,2018-09-07,222.8,223.12,222.79,223.07,146749.0
2018-09-07 09:40:00-04:00,AAPL,2018-09-07,223.07,223.23,222.93,223.2,138735.0
2018-09-07 09:41:00-04:00,AAPL,2018-09-07,223.19,223.36,223.11,223.24,122759.0
2018-09-07 09:42:00-04:00,AAPL,2018-09-07,223.2335,223.38,223.17,223.2159,113326.0
2018-09-07 09:43:00-04:00,AAPL,2018-09-07,223.24,223.32,223.06,223.25,97485.0
2018-09-07 09:44:00-04:00,AAPL,2018-09-07,223.25,223.27,222.85,223.05,171748.0
2018-09-07 09:45:00-04:00,AAPL,2018-09-07,223.04,223.15,222.91,223.05,93982.0
2018-09-07 09:46:00-04:00,AAPL,2018-09-07,223.03,223.12,222.96,223.02,67611.0
2018-09-07 09:47:00-04:00,AAPL,2018-09-07,223.0,223.054,222.86,222.99,86469.0
2018-09-07 09:48:00-04:00,AAPL,2018-09-07,222.99,223.27,222.97,223.22,113925.0
2018-09-07 09:49:00-04:00,AAPL,2018-09-07,223.22,223.2201,222.97,223.05,82899.0
2018-09-07 09:50:00-04:00,AAPL,2018-09-07,223.05,223.38,223.028,223.35,145819.0
2018-09-07 09:51:00-04:00,AAPL,2018-09-07,223.37,223.48,223.29,223.34,113920.0
2018-09-07 09:52:00-04:00,AAPL,2018-09-07,223.35,223.46,223.261,223.45,109843.0
2018-09-07 09:53:00-04:00,AAPL,2018-09-07,223.46,224.1,223.4,224.0451,186197.0
2018-09-07 09:54:00-04:00,AAPL,2018-09-07,224.06,224.48,224.03,224.43,160113.0
2018-09-07 09:55:00-04:00,AAPL,2018-09-07,224.43,224.63,224.21,224.2101,189260.0
2018-09-07 09:56:00-04:00,AAPL,2018-09-07,224.24,224.64,224.22,224.6075,119696.0
2018-09-07 09:57:00-04:00,AAPL,2018-09-07,224.62,224.76,224.5602,224.68,101350.0
2018-09-07 09:58:00-04:00,AAPL,2018-09-07,224.68,224.68,224.23,224.33,156329.0
2018-09-07 09:59:00-04:00,AAPL,2018-09-07,224.321,224.5864,224.29,224.56599999999997,100119.0
2018-09-07 10:00:00-04:00,AAPL,2018-09-07,224.57,224.5799,224.38,224.45,72547.0
2018-09-07 10:01:00-04:00,AAPL,2018-09-07,224.45,224.53,224.39,224.39,77489.0
2018-09-07 10:02:00-04:00,AAPL,2018-09-07,224.38,224.74,224.36,224.72,65780.0
2018-09-07 10:03:00-04:00,AAPL,2018-09-07,224.73,225.03,224.6874,224.968,162168.0
2018-09-07 10:04:00-04:00,AAPL,2018-09-07,224.98,225.02,224.7601,224.96900000000002,76122.0
2018-09-07 10:05:00-04:00,AAPL,2018-09-07,224.95,224.96,224.37,224.53,159564.0
2018-09-07 10:06:00-04:00,AAPL,2018-09-07,224.53,224.6,224.25,224.3399,108261.0
2018-09-07 10:07:00-04:00,AAPL,2018-09-07,224.33,224.58,224.25,224.37,98831.0
2018-09-07 10:08:00-04:00,AAPL,2018-09-07,224.37,224.3999,224.2,224.2,66244.0
2018-09-07 10:09:00-04:00,AAPL,2018-09-07,224.22,224.44,224.21,224.4,50489.0
2018-09-07 10:10:00-04:00,AAPL,2018-09-07,224.4,224.82,224.37,224.7514,81086.0
2018-09-07 10:11:00-04:00,AAPL,2018-09-07,224.7491,224.81,224.64,224.8,71036.0
2018-09-07 10:12:00-04:00,AAPL,2018-09-07,224.81,224.81,224.57,224.6991,70784.0
2018-09-07 10:13:00-04:00,AAPL,2018-09-07,224.69099999999997,224.739,224.61,224.7302,46096.0
2018-09-07 10:14:00-04:00,AAPL,2018-09-07,224.735,224.86,224.575,224.67,50239.0
2018-09-07 10:15:00-04:00,AAPL,2018-09-07,224.68,224.71,224.39,224.49,69672.0
2018-09-07 10:16:00-04:00,AAPL,2018-09-07,224.48,224.53,224.3838,224.45,39581.0
2018-09-07 10:17:00-04:00,AAPL,2018-09-07,224.45,224.57,224.32,224.36,73905.0
2018-09-07 10:18:00-04:00,AAPL,2018-09-07,224.36,224.542,224.36,224.42,51060.0
2018-09-07 10:19:00-04:00,AAPL,2018-09-07,224.44,224.69,224.415,224.63,42538.0
2018-09-07 10:20:00-04:00,AAPL,2018-09-07,224.63,224.63,224.49,224.53,28933.0
2018-09-07 10:21:00-04:00,AAPL,2018-09-07,224.53,224.6,224.45,224.56,24211.0
2018-09-07 10:22:00-04:00,AAPL,2018-09-07,224.56,224.66,224.4537,224.57,50520.0
2018-09-07 10:23:00-04:00,AAPL,2018-09-07,224.58,224.83,224.52,224.82,50462.0
2018-09-07 10:24:00-04:00,AAPL,2018-09-07,224.8025,224.83,224.63,224.82,52949.0
2018-09-07 10:25:00-04:00,AAPL,2018-09-07,224.8246,224.9,224.62599999999998,224.6518,91919.0
2018-09-07 10:26:00-04:00,AAPL,2018-09-07,224.66,224.7443,224.61,224.64,39504.0
2018-09-07 10:27:00-04:00,AAPL,2018-09-07,224.64,224.6701,224.47,224.52,51050.0
2018-09-07 10:28:00-04:00,AAPL,2018-09-07,224.52,224.54,224.43,224.4968,35420.0
2018-09-07 10:29:00-04:00,AAPL,2018-09-07,224.4931,224.5,224.32,224.41,51424.0
2018-09-07 10:30:00-04:00,AAPL,2018-09-07,224.4,224.46,224.35,224.426,35680.0
2018-09-07 10:31:00-04:00,AAPL,2018-09-07,224.4201,224.55,224.3696,224.3701,45352.0
2018-09-07 10:32:00-04:00,AAPL,2018-09-07,224.38,224.5,224.36,224.45,33762.0
2018-09-07 10:33:00-04:00,AAPL,2018-09-07,224.46099999999998,224.61,224.41,224.54,35011.0
2018-09-07 10:34:00-04:00,AAPL,2018-09-07,224.55,224.6635,224.52,224.55,51351.0
2018-09-07 10:35:00-04:00,AAPL,2018-09-07,224.54,224.6799,224.39,224.4125,45347.0
2018-09-07 10:36:00-04:00,AAPL,2018-09-07,224.41,224.41,224.24,224.28,78352.0
2018-09-07 10:37:00-04:00,AAPL,2018-09-07,224.28,224.4199,224.28,224.3543,29373.0
2018-09-07 10:38:00-04:00,AAPL,2018-09-07,224.36,224.47,224.3401,224.4099,42728.0
2018-09-07 10:39:00-04:00,AAPL,2018-09-07,224.41,224.55,224.35,224.55,35933.0
2018-09-07 10:40:00-04:00,AAPL,2018-09-07,224.55,224.61,224.31,224.31,42936.0
2018-09-07 10:41:00-04:00,AAPL,2018-09-07,224.32,224.44,224.29,224.41,36316.0
2018-09-07 10:42:00-04:00,AAPL,2018-09-07,224.41,224.46,224.24,224.3499,46190.0
2018-09-07 10:43:00-04:00,AAPL,2018-09-07,224.35,224.47,224.3,224.4399,27297.0
2018-09-07 10:44:00-04:00,AAPL,2018-09-07,224.4599,224.5,224.32,224.345,48012.0
2018-09-07 10:45:00-04:00,AAPL,2018-09-07,224.35,224.47,224.33,224.45,30446.0
2018-09-07 10:46:00-04:00,AAPL,2018-09-07,224.44,224.59,224.42,224.55,66365.0
2018-09-07 10:47:00-04:00,AAPL,2018-09-07,224.59,224.77,224.59,224.7,68453.0
2018-09-07 10:48:00-04:00,AAPL,2018-09-07,224.67,224.81,224.66,224.74,82073.0
2018-09-07 10:49:00-04:00,AAPL,2018-09-07,224.75099999999998,224.785,224.67,224.71,35031.0
2018-09-07 10:50:00-04:00,AAPL,2018-09-07,224.71,224.76,224.69,224.69,29925.0
2018-09-07 10:51:00-04:00,AAPL,2018-09-07,224.685,224.82,224.68,224.81900000000002,39762.0
2018-09-07 10:52:00-04:00,AAPL,2018-09-07,224.81,224.81,224.7246,224.78,46879.0
2018-09-07 10:53:00-04:00,AAPL,2018-09-07,224.78,224.85,224.7449,224.84,26849.0
2018-09-07 10:54:00-04:00,AAPL,2018-09-07,224.84,224.9,224.81,224.88,43176.0
2018-09-07 10:55:00-04:00,AAPL,2018-09-07,224.8777,224.92,224.7901,224.85,45526.0
2018-09-07 10:56:00-04:00,AAPL,2018-09-07,224.86,224.94,224.795,224.94,50806.0
2018-09-07 10:57:00-04:00,AAPL,2018-09-07,224.94,225.205,224.93,225.19,118734.0
2018-09-07 10:58:00-04:00,AAPL,2018-09-07,225.18,225.2224,225.025,225.0542,81919.0
2018-09-07 10:59:00-04:00,AAPL,2018-09-07,225.06,225.17,225.05,225.1699,56560.0
2018-09-07 11:00:00-04:00,AAPL,2018-09-07,225.18,225.28,225.09,225.1045,110854.0
2018-09-07 11:01:00-04:00,AAPL,2018-09-07,225.1035,225.125,224.94,224.97,78263.0
2018-09-07 11:02:00-04:00,AAPL,2018-09-07,224.9701,225.13299999999998,224.96,225.1003,52135.0
2018-09-07 11:03:00-04:00,AAPL,2018-09-07,225.1,225.21,225.09,225.16,44098.0
2018-09-07 11:04:00-04:00,AAPL,2018-09-07,225.15,225.15,224.8802,224.96,103786.0
2018-09-07 11:05:00-04:00,AAPL,2018-09-07,224.96,224.96,224.77,224.872,72855.0
2018-09-07 11:06:00-04:00,AAPL,2018-09-07,224.8789,225.06,224.78,225.035,54080.0
2018-09-07 11:07:00-04:00,AAPL,2018-09-07,225.03,225.13,225.015,225.0699,68742.0
2018-09-07 11:08:00-04:00,AAPL,2018-09-07,225.0601,225.25,225.0,225.2,38371.0
2018-09-07 11:09:00-04:00,AAPL,2018-09-07,225.19,225.28,225.1531,225.175,62120.0
2018-09-07 11:10:00-04:00,AAPL,2018-09-07,225.17,225.2016,224.95,224.96,58415.0
2018-09-07 11:11:00-04:00,AAPL,2018-09-07,224.97,225.11,224.92,225.04,32661.0
2018-09-07 11:12:00-04:00,AAPL,2018-09-07,225.0375,225.16,225.02,225.1546,27008.0
2018-09-07 11:13:00-04:00,AAPL,2018-09-07,225.1501,225.2115,225.09099999999998,225.1547,48776.0
2018-09-07 11:14:00-04:00,AAPL,2018-09-07,225.16,225.16,225.02,225.1251,27442.0
2018-09-07 11:15:00-04:00,AAPL,2018-09-07,225.12,225.24,225.1,225.2211,43122.0
2018-09-07 11:16:00-04:00,AAPL,2018-09-07,225.21,225.25,225.0915,225.225,22452.0
2018-09-07 11:17:00-04:00,AAPL,2018-09-07,225.22,225.27,225.11599999999999,225.15,38802.0
2018-09-07 11:18:00-04:00,AAPL,2018-09-07,225.15,225.1698,224.91099999999997,224.94,70514.0
2018-09-07 11:19:00-04:00,AAPL,2018-09-07,224.94,224.95,224.82,224.9,39354.0
2018-09-07 11:20:00-04:00,AAPL,2018-09-07,224.89,224.91,224.83,224.85,28464.0
2018-09-07 11:21:00-04:00,AAPL,2018-09-07,224.8548,224.88,224.68,224.72,64087.0
2018-09-07 11:22:00-04:00,AAPL,2018-09-07,224.71,224.7553,224.57,224.5764,44237.0
2018-09-07 11:23:00-04:00,AAPL,2018-09-07,224.58,224.669,224.54,224.6164,60520.0
2018-09-07 11:24:00-04:00,AAPL,2018-09-07,224.62,224.71,224.54,224.55,53001.0
2018-09-07 11:25:00-04:00,AAPL,2018-09-07,224.5506,224.6399,224.45,224.55,68703.0
2018-09-07 11:26:00-04:00,AAPL,2018-09-07,224.56,224.65,224.55,224.5761,35512.0
2018-09-07 11:27:00-04:00,AAPL,2018-09-07,224.5701,224.6532,224.5701,224.61,20295.0
2018-09-07 11:28:00-04:00,AAPL,2018-09-07,224.61,224.77,224.57,224.74,55825.0
2018-09-07 11:29:00-04:00,AAPL,2018-09-07,224.75,224.82,224.7101,224.82,28101.0
2018-09-07 11:30:00-04:00,AAPL,2018-09-07,224.82,224.85,224.66,224.68,39847.0
2018-09-07 11:31:00-04:00,AAPL,2018-09-07,224.68,224.7701,224.65,224.75,20861.0
2018-09-07 11:32:00-04:00,AAPL,2018-09-07,224.75,224.84,224.65,224.66,30223.0
2018-09-07 11:33:00-04:00,AAPL,2018-09-07,224.669,224.9599,224.66,224.935,53186.0
2018-09-07 11:34:00-04:00,AAPL,2018-09-07,224.935,225.03,224.89,224.95,63698.0
2018-09-07 11:35:00-04:00,AAPL,2018-09-07,224.96,225.06,224.94,225.06,28992.0
2018-09-07 11:36:00-04:00,AAPL,2018-09-07,225.07,225.22,225.07,225.2,49405.0
2018-09-07 11:37:00-04:00,AAPL,2018-09-07,225.19,225.26,225.08,225.1,47894.0
2018-09-07 11:38:00-04:00,AAPL,2018-09-07,225.09,225.2553,225.0301,225.2553,39284.0
2018-09-07 11:39:00-04:00,AAPL,2018-09-07,225.26,225.31,225.13,225.2452,59820.0
2018-09-07 11:40:00-04:00,AAPL,2018-09-07,225.23,225.3,225.19,225.19,47194.0
2018-09-07 11:41:00-04:00,AAPL,2018-09-07,225.19,225.19,225.062,225.125,44526.0
2018-09-07 11:42:00-04:00,AAPL,2018-09-07,225.12,225.13,225.07,225.1,19712.0
2018-09-07 11:43:00-04:00,AAPL,2018-09-07,225.1,225.28,225.02,225.26,72471.0
2018-09-07 11:44:00-04:00,AAPL,2018-09-07,225.27,225.305,225.1801,225.23,31359.0
2018-09-07 11:45:00-04:00,AAPL,2018-09-07,225.23,225.37,225.21400000000003,225.3,51157.0
2018-09-07 11:46:00-04:00,AAPL,2018-09-07,225.32,225.35,225.24,225.28,37096.0
2018-09-07 11:47:00-04:00,AAPL,2018-09-07,225.29,225.3286,225.07,225.09,43438.0
2018-09-07 11:48:00-04:00,AAPL,2018-09-07,225.1,225.12,224.9,224.9501,73278.0
2018-09-07 11:49:00-04:00,AAPL,2018-09-07,224.95,225.0187,224.9099,224.99,40839.0
2018-09-07 11:50:00-04:00,AAPL,2018-09-07,225.01,225.0398,224.95,225.0002,18345.0
2018-09-07 11:51:00-04:00,AAPL,2018-09-07,225.01,225.0899,224.98,225.03,24285.0
2018-09-07 11:52:00-04:00,AAPL,2018-09-07,225.0343,225.0404,224.97,225.02,28341.0
2018-09-07 11:53:00-04:00,AAPL,2018-09-07,225.0294,225.0294,224.84,224.8638,41162.0
2018-09-07 11:54:00-04:00,AAPL,2018-09-07,224.855,224.9299,224.82,224.91,18955.0
2018-09-07 11:55:00-04:00,AAPL,2018-09-07,224.9199,224.99,224.82,224.82,28456.0
2018-09-07 11:56:00-04:00,AAPL,2018-09-07,224.82,224.82,224.61,224.68,71353.0
2018-09-07 11:57:00-04:00,AAPL,2018-09-07,224.68,224.77,224.6662,224.72,25574.0
2018-09-07 11:58:00-04:00,AAPL,2018-09-07,224.72,224.72,224.51,224.65,50748.0
2018-09-07 11:59:00-04:00,AAPL,2018-09-07,224.6522,224.7,224.58,224.595,30929.0
2018-09-07 12:00:00-04:00,AAPL,2018-09-07,224.5947,224.65400000000002,224.58,224.5999,25863.0
2018-09-07 12:01:00-04:00,AAPL,2018-09-07,224.59,224.625,224.40099999999998,224.55,46557.0
2018-09-07 12:02:00-04:00,AAPL,2018-09-07,224.51,224.51,224.13,224.18,61526.0
2018-09-07 12:03:00-04:00,AAPL,2018-09-07,224.19,224.25,223.85,223.9,163222.0
2018-09-07 12:04:00-04:00,AAPL,2018-09-07,223.8746,224.18,223.87,224.15,65080.0
2018-09-07 12:05:00-04:00,AAPL,2018-09-07,224.14,224.19,223.88,223.88,50053.0
2018-09-07 12:06:00-04:00,AAPL,2018-09-07,223.89,223.97,223.78,223.9478,67544.0
2018-09-07 12:07:00-04:00,AAPL,2018-09-07,223.96,224.1199,223.94,223.94,72271.0
2018-09-07 12:08:00-04:00,AAPL,2018-09-07,223.94,224.03,223.2,223.59,160879.0
2018-09-07 12:09:00-04:00,AAPL,2018-09-07,223.52,223.52,223.0345,223.2529,127167.0
2018-09-07 12:10:00-04:00,AAPL,2018-09-07,223.24,223.5189,223.13,223.4903,83024.0
2018-09-07 12:11:00-04:00,AAPL,2018-09-07,223.49,223.69,223.33,223.6724,63954.0
2018-09-07 12:12:00-04:00,AAPL,2018-09-07,223.67,223.69,223.42,223.49,58846.0
2018-09-07 12:13:00-04:00,AAPL,2018-09-07,223.4768,223.6599,223.38,223.63,50109.0
2018-09-07 12:14:00-04:00,AAPL,2018-09-07,223.6207,223.98,223.6203,223.8357,72865.0
