timestamp,symbol,tradingDay,open,high,low,close,volume
2018-09-10 09:30:00-04:00,MSFT,2018-09-10,108.84,108.97,108.41,108.59,1073649
2018-09-10 09:40:00-04:00,MSFT,2018-09-10,108.61,108.87,108.48,108.78,485474
2018-09-10 09:50:00-04:00,MSFT,2018-09-10,108.77,108.85,108.47,108.54,393186
2018-09-10 10:00:00-04:00,MSFT,2018-09-10,108.54,108.65,108.3615,108.525,415647
2018-09-10 10:10:00-04:00,MSFT,2018-09-10,108.52,108.69,108.36,108.64,406065
2018-09-10 10:20:00-04:00,MSFT,2018-09-10,108.65,108.76,108.5362,108.635,335263
2018-09-10 10:30:00-04:00,MSFT,2018-09-10,108.64,108.84,108.555,108.775,398947
2018-09-10 10:40:00-04:00,MSFT,2018-09-10,108.77,108.84,108.65,108.735,228058
2018-09-10 10:50:00-04:00,MSFT,2018-09-10,108.73,108.83,108.65,108.6903,318461
2018-09-10 11:00:00-04:00,MSFT,2018-09-10,108.69,108.82,108.52,108.7864,420458
2018-09-10 11:10:00-04:00,MSFT,2018-09-10,108.79,109.08,108.78,109.05,458823
2018-09-10 11:20:00-04:00,MSFT,2018-09-10,109.05,109.28,109.05,109.2222,342524
2018-09-10 11:30:00-04:00,MSFT,2018-09-10,109.23,109.24,109.09,109.15,206244
2018-09-10 11:40:00-04:00,MSFT,2018-09-10,109.155,109.24,109.1,109.135,217021
2018-09-10 11:50:00-04:00,MSFT,2018-09-10,109.135,109.2,109.1,109.17,158929
2018-09-10 12:00:00-04:00,MSFT,2018-09-10,109.165,109.165,109.005,109.11,213124
2018-09-10 12:10:00-04:00,MSFT,2018-09-10,109.1,109.35,109.05,109.095,279472
2018-09-10 12:20:00-04:00,MSFT,2018-09-10,109.1,109.13,108.975,109.07,219042
2018-09-10 12:30:00-04:00,MSFT,2018-09-10,109.075,109.2,109.03,109.1,196390
2018-09-10 12:40:00-04:00,MSFT,2018-09-10,109.105,109.265,109.02,109.18,194750
2018-09-10 12:50:00-04:00,MSFT,2018-09-10,109.18,109.29,109.14,109.2868,165628
2018-09-10 13:00:00-04:00,MSFT,2018-09-10,109.285,109.37,109.2,109.34,268482
