timestamp,symbol,tradingDay,open,high,low,close,volume
2018-09-07 09:30:00-04:00,TSLA,2018-09-07,260.2207,263.2399,259.28,261.03,439660.0
2018-09-07 09:31:00-04:00,TSLA,2018-09-07,261.0324,261.51,258.32,258.5938,169510.0
2018-09-07 09:32:00-04:00,TSLA,2018-09-07,258.53,258.83,257.14,257.699,183361.0
2018-09-07 09:33:00-04:00,TSLA,2018-09-07,257.85,258.99,257.251,257.32,141298.0
2018-09-07 09:34:00-04:00,TSLA,2018-09-07,257.465,258.0,256.6,257.3109,113548.0
2018-09-07 09:35:00-04:00,TSLA,2018-09-07,257.43,257.99,255.82,255.85,138236.0
2018-09-07 09:36:00-04:00,TSLA,2018-09-07,256.31,256.68,254.71,255.5,211453.0
2018-09-07 09:37:00-04:00,TSLA,2018-09-07,255.69,256.3,254.71,255.38,121235.0
2018-09-07 09:38:00-04:00,TSLA,2018-09-07,255.3734,255.5,253.01,253.32,185878.0
2018-09-07 09:39:00-04:00,TSLA,2018-09-07,253.29,254.19,252.87,254.04,219220.0
2018-09-07 09:40:00-04:00,TSLA,2018-09-07,253.99,254.05,252.2548,252.361,167164.0
2018-09-07 09:41:00-04:00,TSLA,2018-09-07,252.4494,254.22,252.4494,253.81,158411.0
2018-09-07 09:42:00-04:00,TSLA,2018-09-07,253.81,253.88,252.3901,252.4899,154320.0
2018-09-07 09:43:00-04:00,TSLA,2018-09-07,252.44,255.1899,252.39,255.15,165261.0
2018-09-07 09:44:00-04:00,TSLA,2018-09-07,255.11,255.58,254.84,255.31,151421.0
2018-09-07 09:45:00-04:00,TSLA,2018-09-07,255.37,255.44,253.9,255.35,126879.0
2018-09-07 09:46:00-04:00,TSLA,2018-09-07,255.4,256.88,255.12,256.88,138229.0
2018-09-07 09:47:00-04:00,TSLA,2018-09-07,256.78,258.0,256.7301,257.3247,147354.0
2018-09-07 09:48:00-04:00,TSLA,2018-09-07,257.344,258.48,257.32,258.2943,105149.0
2018-09-07 09:49:00-04:00,TSLA,2018-09-07,258.32,259.77,258.18,259.67,144468.0
2018-09-07 09:50:00-04:00,TSLA,2018-09-07,259.6701,260.17,257.9,257.95,164367.0
2018-09-07 09:51:00-04:00,TSLA,2018-09-07,257.94,259.0,257.5305,258.9749,85045.0
2018-09-07 09:52:00-04:00,TSLA,2018-09-07,258.983,259.96,258.11,259.865,92474.0
2018-09-07 09:53:00-04:00,TSLA,2018-09-07,259.848,261.99,259.78,260.94,138513.0
2018-09-07 09:54:00-04:00,TSLA,2018-09-07,260.94,261.0,260.0,260.1813,104361.0
2018-09-07 09:55:00-04:00,TSLA,2018-09-07,260.1346,262.24,260.07099999999997,262.22,115063.0
2018-09-07 09:56:00-04:00,TSLA,2018-09-07,262.11,263.7,262.0,263.4,179635.0
2018-09-07 09:57:00-04:00,TSLA,2018-09-07,263.4,264.2,263.15,263.5,180121.0
2018-09-07 09:58:00-04:00,TSLA,2018-09-07,263.44,263.45,260.76,260.885,177871.0
2018-09-07 09:59:00-04:00,TSLA,2018-09-07,261.02,262.0,260.4,260.515,73038.0
